,Education Level,Age,Gender,Children,Weekly Earnings,Year,Weekly Hours Worked,Sleeping,Grooming,Housework,Food & Drink Prep,Caring for Children,Playing with Children,Job Searching,Shopping,Eating and Drinking,Socializing & Relaxing,Television,Golfing,Running,Volunteering,Employment Status
5610,12,42,1,2,440,2006,40,505,0,0,0,0,0,0,10,45,415,30,0,0,0,Employed
5611,13,62,1,0,0,2006,0,509,0,0,90,0,0,0,0,120,300,270,0,0,0,Not in labor force
5612,14,76,2,0,0,2006,0,480,20,360,66,0,0,0,0,45,461,365,0,0,0,Not in labor force
5613,19,67,1,0,0,2006,0,470,20,20,50,0,0,0,40,65,425,355,0,0,0,Not in labor force
5614,9,47,2,0,0,2006,0,690,30,0,0,0,0,0,0,0,180,60,0,0,0,Not in labor force
5615,13,43,1,2,1200,2006,0,480,20,46,32,45,0,0,0,90,115,90,0,0,0,Employed
5616,15,59,1,0,0,2006,2,540,0,0,210,0,0,0,75,240,259,45,0,0,0,Employed
5617,14,62,2,0,850,2006,47,480,0,180,90,0,0,0,0,30,445,240,0,0,0,Employed
5618,16,44,2,3,2885,2006,70,480,60,160,30,272,0,0,70,30,195,60,0,0,0,Employed
5619,11,17,1,1,24,2006,5,555,30,0,0,0,0,0,0,65,150,150,0,0,0,Employed
5620,19,71,2,0,0,2006,0,549,10,0,0,0,0,0,0,130,420,240,0,0,0,Not in labor force
5621,13,56,1,0,500,2006,40,707,30,70,7,0,0,0,32,22,486,300,0,0,0,Employed
5622,14,51,1,0,673,2006,40,465,25,0,44,0,0,0,0,110,255,165,0,0,0,Employed
5623,16,53,2,0,1154,2006,50,480,35,0,0,0,0,0,20,155,390,100,0,0,0,Employed
5624,15,36,2,2,731,2006,40,339,50,20,2,2,0,0,122,35,180,20,0,0,0,Employed
5625,13,74,2,0,0,2006,0,700,60,0,120,0,0,0,0,45,90,90,0,0,0,Not in labor force
5626,13,41,2,4,0,2006,0,540,35,25,30,291,0,0,15,80,150,105,0,0,0,Not in labor force
5627,14,31,2,2,486,2006,40,630,60,190,30,0,0,0,80,50,150,150,0,0,90,Employed
5628,19,48,2,1,0,2006,0,560,30,30,170,0,0,460,0,60,30,30,0,0,0,Unemployed
5629,13,65,2,0,0,2006,0,506,45,5,10,0,0,0,0,50,460,0,0,0,0,Not in labor force
5630,11,74,2,0,109,2006,0,480,0,10,45,0,0,0,0,30,720,570,0,0,0,Employed
5631,13,45,1,0,900,2006,60,330,35,0,0,0,0,0,0,45,315,45,0,0,0,Employed
5632,13,44,2,0,400,2006,40,600,10,0,25,0,0,0,0,25,555,30,0,0,0,Employed
5633,15,44,2,1,2885,2006,50,510,30,0,0,0,0,0,0,35,240,120,0,0,0,Employed
5634,15,56,1,0,0,2006,0,450,0,0,0,0,0,0,0,30,875,875,0,0,0,Not in labor force
5635,13,23,2,2,0,2006,0,615,30,175,10,35,0,0,0,45,410,0,0,0,0,Not in labor force
5636,15,35,1,3,1538,2006,40,480,60,0,25,85,0,0,0,80,280,45,0,0,200,Employed
5637,19,48,2,1,481,2006,40,355,70,0,60,10,0,0,30,50,290,290,0,0,0,Employed
5638,19,43,1,0,625,2006,40,510,0,0,135,0,0,0,3,300,468,403,0,0,0,Employed
5639,15,85,1,0,692,2006,20,525,90,0,0,0,0,0,45,90,370,235,0,0,0,Employed
5640,13,53,2,0,323,2006,40,635,60,250,50,0,0,0,0,60,240,130,0,0,0,Employed
5641,19,43,1,1,2885,2006,75,300,50,0,74,0,0,0,10,60,30,30,0,0,0,Employed
5642,11,60,2,0,136,2006,32,540,0,360,40,0,0,0,5,35,450,320,0,0,0,Employed
5643,11,17,2,1,0,2006,0,635,15,0,0,0,0,0,0,140,60,0,0,0,85,Not in labor force
5644,14,32,2,3,640,2006,40,726,65,0,0,165,0,0,0,60,60,60,0,0,240,Employed
5645,14,38,2,1,574,2006,35,480,45,5,31,110,0,0,20,63,117,57,0,0,0,Employed
5646,14,43,2,0,544,2006,32,540,0,480,30,0,0,0,0,30,300,240,0,0,0,Employed
5647,13,28,1,1,960,2006,40,660,0,0,0,0,0,0,0,30,750,660,0,0,0,Employed
5648,14,85,2,0,0,2006,0,630,0,104,0,0,0,0,0,120,525,150,0,0,0,Not in labor force
5649,10,16,2,2,103,2006,28,285,45,0,0,0,0,0,0,40,95,0,0,0,0,Employed
5650,14,30,1,2,849,2006,40,360,50,10,25,105,0,0,0,90,120,0,0,0,0,Employed
5651,13,60,2,0,0,2006,0,420,60,0,15,0,0,0,278,90,285,15,0,0,0,Not in labor force
5652,19,35,2,2,840,2006,40,274,54,0,10,79,0,0,64,0,207,39,0,0,0,Employed
5653,16,45,2,3,0,2006,0,445,75,0,15,80,0,0,206,20,165,135,0,0,0,Not in labor force
5654,13,80,2,0,0,2006,0,550,105,0,45,0,0,0,0,65,465,250,0,0,0,Not in labor force
5655,13,67,1,0,0,2006,0,410,49,5,15,0,0,0,55,45,360,238,0,0,0,Not in labor force
5656,14,38,1,2,325,2006,25,354,30,120,0,86,0,105,0,15,175,175,0,0,0,Employed
5657,19,63,2,0,0,2006,0,420,60,332,185,0,0,0,40,20,59,0,0,0,0,Not in labor force
5658,14,69,1,0,1105,2006,35,415,65,0,0,0,0,0,20,105,375,355,0,0,0,Employed
5659,11,67,2,0,0,2006,0,440,70,105,10,0,0,0,40,129,451,150,0,0,5,Not in labor force
5660,15,53,2,1,500,2006,40,559,5,120,51,0,0,0,1,46,270,270,0,0,0,Employed
5661,15,80,1,0,0,2006,0,570,30,0,0,0,0,0,0,30,540,540,0,0,0,Not in labor force
5662,12,18,2,0,20,2006,5,655,65,10,0,0,0,0,45,0,270,150,0,0,0,Employed
5663,13,77,2,0,0,2006,0,495,15,5,0,0,0,0,120,20,379,379,0,0,0,Not in labor force
5664,19,56,1,2,1680,2006,40,645,40,0,75,10,0,0,10,80,535,490,0,0,0,Employed
5665,13,64,2,0,677,2006,40,510,95,15,30,0,0,0,18,25,485,190,0,0,0,Employed
5666,16,52,1,2,850,2006,50,450,45,0,30,0,0,0,1,80,259,244,0,0,0,Employed
5667,13,70,2,0,0,2006,0,510,0,180,90,0,0,0,0,130,470,260,0,0,0,Not in labor force
5668,9,17,1,3,0,2006,0,660,30,0,0,0,0,0,0,30,260,240,0,0,0,Not in labor force
5669,19,78,2,0,0,2006,0,625,35,240,170,0,0,0,0,125,150,60,0,0,0,Not in labor force
5670,19,21,2,2,80,2006,10,390,0,0,0,0,0,0,0,15,120,120,0,0,0,Employed
5671,19,20,2,2,224,2006,30,580,30,60,0,17,0,0,0,30,176,176,0,0,0,Employed
5672,15,42,2,2,150,2006,20,510,0,90,165,90,0,0,0,30,75,60,0,0,0,Employed
5673,14,56,1,0,962,2006,55,490,40,0,0,0,0,0,0,60,195,180,0,0,0,Employed
5674,18,51,1,0,962,2006,50,420,0,0,35,0,0,0,50,105,240,60,0,105,0,Employed
5675,13,44,2,2,0,2006,0,510,35,0,100,195,0,0,0,20,575,215,0,0,0,Not in labor force
5676,15,43,1,2,2115,2006,50,420,45,0,0,0,0,0,30,105,120,120,0,0,0,Employed
5677,9,16,2,1,0,2006,0,595,75,0,0,0,0,0,0,75,180,120,0,105,0,Not in labor force
5678,13,48,1,0,0,2006,60,180,40,0,0,0,0,0,0,15,60,0,0,0,134,Employed
5679,13,21,1,0,0,2006,0,713,30,0,90,0,0,0,210,105,200,120,0,0,0,Not in labor force
5680,13,23,1,1,1521,2006,68,410,60,0,15,85,60,0,0,10,40,20,0,0,0,Employed
5681,13,24,2,2,0,2006,0,480,35,100,90,100,0,0,230,60,255,140,0,0,0,Not in labor force
5682,19,68,2,0,0,2006,0,450,40,200,155,0,0,0,40,45,195,120,0,0,0,Not in labor force
5683,13,38,1,2,480,2006,40,360,90,0,15,0,0,0,8,35,220,135,0,0,0,Employed
5684,15,32,2,0,1192,2006,50,510,0,0,0,0,0,0,0,90,130,120,0,0,0,Employed
5685,13,58,1,1,0,2006,47,540,0,0,0,0,0,0,0,30,265,205,0,0,0,Employed
5686,14,34,2,0,635,2006,40,507,122,0,40,0,0,0,0,90,422,155,0,0,0,Employed
5687,13,43,2,0,360,2006,40,750,30,0,0,0,0,0,0,90,15,0,0,0,0,Employed
5688,19,40,2,1,600,2006,25,570,45,0,80,0,0,0,5,60,160,0,0,0,0,Employed
5689,16,47,1,2,0,2006,56,450,30,0,0,240,0,0,0,120,200,0,0,0,135,Employed
5690,13,78,1,0,0,2006,0,480,60,0,180,0,0,0,0,150,210,180,0,0,0,Not in labor force
5691,13,32,1,0,0,2006,30,470,15,120,0,0,0,0,0,60,0,0,0,0,0,Employed
5692,11,25,2,1,105,2006,6,840,60,0,0,0,0,0,245,20,120,0,0,0,0,Employed
5693,19,26,2,1,250,2006,40,420,50,0,0,360,0,0,0,30,30,0,0,0,0,Employed
5694,16,52,1,1,1346,2006,0,500,30,0,0,0,0,0,0,180,150,0,0,0,0,Employed
5695,12,68,1,0,0,2006,0,462,48,15,40,0,0,0,225,60,315,315,0,0,0,Not in labor force
5696,18,49,2,0,1346,2006,16,555,30,0,0,0,0,0,0,160,0,0,0,0,0,Employed
5697,15,34,1,2,923,2006,60,515,45,60,115,290,200,0,0,50,120,90,0,0,0,Employed
5698,13,58,2,0,524,2006,40,390,92,7,135,0,0,0,15,40,216,106,0,0,0,Employed
5699,16,57,2,0,1923,2006,60,420,60,35,35,0,0,0,0,20,177,152,0,0,0,Employed
5700,15,59,2,0,1538,2006,50,485,30,0,10,0,0,0,20,30,100,100,0,0,0,Employed
5701,16,41,1,1,1153,2006,40,507,23,0,0,100,0,0,0,193,170,170,0,0,0,Employed
5702,15,39,1,2,1153,2006,40,490,60,0,0,105,0,0,0,75,175,20,0,0,0,Employed
5703,14,43,2,1,169,2006,25,600,0,120,150,10,0,0,125,30,265,230,0,0,0,Employed
5704,10,51,1,1,0,2006,0,590,10,0,30,0,0,0,5,30,470,470,0,0,0,Not in labor force
5705,15,77,2,0,0,2006,0,630,60,0,0,0,0,0,60,60,520,520,0,0,0,Not in labor force
5706,19,73,2,0,0,2006,0,540,0,180,0,0,0,0,0,125,155,0,0,0,0,Not in labor force
5707,15,77,2,0,0,2006,0,555,30,0,10,0,0,0,45,55,300,60,0,0,0,Not in labor force
5708,11,16,1,2,0,2006,0,830,55,0,0,0,0,0,0,20,375,45,0,0,0,Not in labor force
5709,13,69,1,0,900,2006,40,670,15,0,0,0,0,0,0,30,240,240,0,0,0,Employed
5710,14,28,1,0,517,2006,50,454,35,0,0,0,0,0,0,0,285,120,0,0,0,Employed
5711,19,32,2,2,125,2006,0,671,60,120,90,48,0,0,0,30,60,60,0,0,0,Employed
5712,11,40,2,1,300,2006,40,600,30,60,60,0,0,0,0,30,160,150,0,0,0,Employed
5713,14,40,2,1,860,2006,40,720,0,120,0,0,0,0,200,30,229,0,0,0,0,Employed
5714,19,21,1,0,0,2006,0,480,0,0,0,0,0,0,0,90,420,420,0,0,0,Not in labor force
5715,13,44,2,1,865,2006,60,480,30,10,35,0,0,0,0,45,120,0,0,0,0,Employed
5716,11,19,2,0,0,2006,0,450,30,0,0,0,0,0,0,165,120,120,0,0,0,Not in labor force
5717,16,41,1,4,1000,2006,49,580,35,30,0,20,0,0,10,85,600,570,0,0,0,Employed
5718,11,18,2,1,90,2006,10,673,120,0,20,0,0,0,165,10,120,120,0,0,0,Employed
5719,15,49,1,0,2308,2006,50,500,0,0,0,0,0,0,80,90,335,165,0,0,15,Employed
5720,15,40,1,5,960,2006,40,615,15,0,0,135,0,0,0,90,235,70,0,0,170,Employed
5721,13,37,2,2,240,2006,40,494,60,0,0,1,0,0,1,90,120,0,0,0,120,Employed
5722,13,45,2,1,769,2006,32,510,45,30,120,0,0,0,0,45,215,170,0,0,75,Employed
5723,15,42,2,1,1500,2006,40,545,45,530,60,0,0,0,0,30,185,0,0,0,0,Employed
5724,16,49,1,1,2885,2006,55,570,30,0,0,0,0,0,0,90,155,155,0,0,0,Employed
5725,10,17,1,3,120,2006,12,510,35,25,0,0,0,0,5,15,218,160,0,0,0,Employed
5726,12,29,2,2,380,2006,40,450,90,0,0,30,0,0,0,160,532,0,0,0,0,Employed
5727,14,27,2,2,441,2006,40,495,30,80,15,190,80,0,60,150,305,215,0,0,0,Employed
5728,13,46,1,2,0,2006,40,570,0,170,45,0,0,0,0,105,450,330,0,0,0,Employed
5729,9,46,2,1,10,2006,2,460,110,120,170,2,0,0,0,45,233,113,0,0,0,Employed
5730,14,31,2,3,465,2006,42,495,30,0,60,95,0,0,15,55,70,60,0,0,0,Employed
5731,16,80,1,0,0,2006,82,680,5,0,0,0,0,0,0,183,0,0,0,0,0,Employed
5732,13,56,1,0,1200,2006,16,760,75,0,0,0,0,0,0,30,120,0,0,0,0,Employed
5733,19,43,1,0,633,2006,42,285,15,0,0,0,0,0,0,60,180,180,0,0,0,Employed
5734,15,45,1,0,2243,2006,40,510,45,0,35,0,0,0,2,20,203,193,0,0,0,Employed
5735,13,63,1,0,0,2006,0,570,0,0,0,0,0,0,0,20,820,325,0,0,0,Not in labor force
5736,16,50,1,0,865,2006,67,460,0,0,60,0,0,0,0,60,0,0,0,0,0,Employed
5737,19,43,2,3,400,2006,60,310,40,0,0,0,0,0,50,90,0,0,0,0,0,Employed
5738,19,31,2,2,440,2006,40,510,40,0,0,91,0,0,10,37,50,40,0,0,0,Employed
5739,13,31,1,1,700,2006,70,660,45,0,0,10,0,0,0,90,545,305,0,0,0,Employed
5740,10,63,1,0,0,2006,35,570,0,0,0,0,0,0,0,120,540,540,0,0,0,Employed
5741,14,80,1,0,0,2006,0,585,45,60,0,0,0,0,75,105,269,269,0,0,0,Not in labor force
5742,13,40,1,0,680,2006,44,395,40,0,0,0,0,0,10,10,350,0,0,0,0,Employed
5743,15,52,1,2,2885,2006,40,495,75,90,30,40,0,0,170,75,145,145,0,60,0,Employed
5744,15,54,2,0,642,2006,40,480,65,0,5,0,0,0,0,45,275,245,0,0,0,Employed
5745,15,31,2,0,577,2006,40,555,60,0,0,0,0,0,0,30,545,120,0,0,0,Employed
5746,19,28,2,0,144,2006,36,675,0,0,15,0,0,0,0,15,180,180,0,0,0,Employed
5747,16,50,2,1,2885,2006,35,540,60,165,10,131,0,0,35,195,45,0,0,0,0,Employed
5748,13,64,2,0,0,2006,0,510,60,20,0,0,0,0,15,90,520,300,0,0,0,Not in labor force
5749,10,17,1,1,0,2006,0,810,0,0,0,0,0,0,0,30,600,330,0,0,0,Not in labor force
5750,15,46,2,3,1615,2006,60,330,30,120,90,0,0,0,60,50,120,0,0,0,120,Employed
5751,15,29,1,0,1250,2006,40,510,45,0,0,0,0,0,0,160,338,200,0,0,0,Employed
5752,13,26,1,2,500,2006,50,335,30,0,0,105,0,0,0,148,75,0,0,0,0,Employed
5753,13,61,2,0,0,2006,0,730,60,0,30,0,0,0,0,100,255,135,0,0,120,Not in labor force
5754,13,36,2,2,0,2006,0,480,0,160,45,5,0,0,0,45,600,600,0,0,0,Not in labor force
5755,10,17,2,3,275,2006,30,510,90,120,30,30,0,0,0,15,363,303,0,0,0,Employed
5756,13,48,1,0,600,2006,40,360,60,0,30,0,0,0,0,45,235,115,0,0,0,Employed
5757,9,17,2,1,0,2006,0,435,15,0,0,0,0,0,0,30,180,150,0,0,60,Not in labor force
5758,14,72,2,0,0,2006,0,235,105,330,0,0,0,0,0,115,165,15,0,0,0,Not in labor force
5759,15,40,1,0,2885,2006,50,442,0,0,0,0,0,0,120,60,420,240,0,0,0,Employed
5760,17,67,1,0,2308,2006,31,460,30,0,30,0,0,0,0,60,195,150,0,0,0,Employed
5761,9,15,1,2,0,2006,0,780,0,0,0,0,0,0,30,150,195,120,0,0,0,Not in labor force
5762,19,69,1,0,0,2006,39,567,30,0,35,0,0,0,0,40,270,255,0,0,0,Employed
5763,15,26,2,0,0,2006,0,540,30,0,45,0,0,0,0,115,85,85,0,0,0,Not in labor force
5764,11,75,2,0,0,2006,0,673,155,30,25,0,0,0,45,55,420,360,0,0,0,Not in labor force
5765,14,38,2,1,0,2006,0,620,45,0,0,0,0,0,0,30,630,120,0,0,0,Not in labor force
5766,14,53,1,2,0,2006,0,815,35,0,0,38,0,0,5,50,360,300,0,0,0,Not in labor force
5767,15,33,1,1,1143,2006,45,630,30,0,0,60,0,0,0,60,225,225,0,0,0,Employed
5768,19,58,2,0,0,2006,70,450,45,65,15,0,0,0,0,60,55,55,0,0,0,Employed
5769,13,80,2,0,0,2006,0,465,0,70,35,0,0,0,0,35,710,395,0,0,0,Not in labor force
5770,13,35,1,3,519,2006,40,650,30,0,30,0,0,0,30,40,210,210,0,0,0,Employed
5771,19,35,2,1,333,2006,35,85,30,0,45,242,45,0,120,45,30,15,0,0,45,Employed
5772,15,40,2,2,0,2006,0,660,30,240,120,30,0,0,0,40,275,230,0,0,0,Not in labor force
5773,15,58,2,0,0,2006,0,450,0,0,0,0,0,0,5,30,165,0,0,0,0,Not in labor force
5774,16,32,2,1,635,2006,40,525,60,30,0,40,0,0,0,60,245,130,0,0,0,Employed
5775,13,44,2,2,0,2006,0,450,75,360,85,75,0,0,10,45,75,75,0,0,60,Not in labor force
5776,14,22,2,1,730,2006,36,570,75,25,0,195,60,0,180,60,205,115,0,0,0,Employed
5777,13,40,2,3,307,2006,40,270,205,0,165,0,0,0,165,60,486,486,0,0,0,Employed
5778,9,34,1,2,652,2006,45,360,0,0,0,0,0,0,0,50,420,420,0,0,0,Employed
5779,13,27,1,0,762,2006,55,506,35,0,5,0,0,0,0,60,90,0,0,0,0,Employed
5780,13,50,2,0,5,2006,0,575,100,170,155,0,0,0,0,20,105,60,0,0,0,Not in labor force
5781,15,48,2,0,450,2006,50,480,0,0,0,0,0,0,10,150,30,30,0,0,0,Employed
5782,15,42,2,2,350,2006,20,315,85,180,0,0,0,0,200,170,225,50,0,0,0,Employed
5783,13,25,2,2,0,2006,0,390,70,0,110,130,15,0,15,105,430,180,0,0,0,Not in labor force
5784,11,53,1,0,900,2006,60,149,120,0,60,0,0,0,0,0,105,60,0,0,0,Employed
5785,13,26,2,2,0,2006,0,450,0,60,80,162,0,30,0,30,508,204,0,0,0,Not in labor force
5786,16,33,2,2,500,2006,10,415,45,0,55,510,285,0,20,130,75,0,0,0,0,Employed
5787,19,43,2,0,400,2006,40,710,75,0,120,0,0,0,0,45,345,285,0,0,0,Employed
5788,13,57,2,0,472,2006,37,578,35,0,51,0,0,0,0,10,527,527,0,0,0,Employed
5789,15,44,2,0,450,2006,40,474,45,0,0,0,0,0,30,115,0,0,0,0,0,Employed
5790,14,54,2,0,995,2006,36,330,35,0,15,0,0,0,0,35,50,0,0,0,0,Employed
5791,19,31,2,2,360,2006,40,537,75,0,30,0,0,0,0,70,180,90,0,0,0,Employed
5792,9,15,1,1,0,2006,20,565,10,0,0,0,0,0,50,30,485,485,0,0,0,Employed
5793,15,44,2,1,962,2006,0,615,90,45,0,125,0,0,0,60,205,160,0,60,0,Employed
5794,15,26,1,0,0,2006,40,389,0,0,0,0,0,0,20,30,299,59,0,0,0,Employed
5795,15,30,1,0,894,2006,45,450,45,0,0,0,0,0,0,60,0,0,0,0,0,Employed
5796,19,61,1,0,2885,2006,50,630,0,0,0,0,0,0,10,30,540,210,0,0,0,Employed
5797,15,74,1,0,0,2006,0,625,60,0,0,0,0,0,0,40,625,0,0,0,0,Not in labor force
5798,13,22,1,0,320,2006,40,475,30,0,0,0,0,0,0,85,45,45,0,0,0,Employed
5799,15,64,1,0,1154,2006,40,454,75,0,0,0,0,0,0,200,180,0,0,0,0,Employed
5800,13,19,2,2,180,2006,30,655,50,0,0,10,0,0,9,12,255,255,0,0,0,Employed
5801,15,46,2,2,2885,2006,40,660,0,180,120,8,0,0,0,0,382,90,0,0,0,Employed
5802,19,39,1,2,1923,2006,55,415,30,0,0,20,0,0,100,30,140,60,0,0,395,Employed
5803,10,16,1,3,0,2006,0,540,150,0,0,0,0,0,0,75,158,150,0,0,0,Not in labor force
5804,15,38,2,4,888,2006,27,530,55,170,85,201,0,0,50,20,80,30,0,0,0,Employed
5805,15,34,1,3,1058,2006,45,475,35,0,0,50,20,0,0,67,149,90,0,0,83,Employed
5806,15,37,2,3,212,2006,20,555,160,0,45,40,0,0,0,30,20,0,0,0,0,Employed
5807,13,23,1,0,0,2006,0,600,45,5,30,0,0,0,0,45,508,448,0,0,0,Not in labor force
5808,13,77,1,0,0,2006,0,570,35,0,0,0,0,0,0,160,390,360,0,0,0,Not in labor force
5809,19,39,2,2,0,2006,0,660,50,15,5,0,0,30,45,15,398,140,0,0,0,Unemployed
5810,19,19,1,0,731,2006,47,390,50,0,0,0,0,0,2,45,248,228,0,0,0,Employed
5811,19,48,2,0,413,2006,45,440,60,0,0,0,0,0,40,35,60,0,0,0,0,Employed
5812,15,49,1,2,738,2006,40,495,45,0,0,75,0,0,15,132,5,0,0,0,120,Employed
5813,13,43,2,1,280,2006,40,533,32,75,15,2,0,0,30,118,408,180,0,0,0,Employed
5814,13,34,1,0,320,2006,48,608,10,0,0,0,0,0,0,0,420,300,0,0,0,Employed
5815,13,50,2,1,382,2006,40,795,0,0,20,15,0,0,0,5,595,510,0,0,0,Employed
5816,13,49,2,0,0,2006,0,385,20,0,75,0,0,0,0,30,490,250,0,0,0,Not in labor force
5817,19,45,1,0,0,2006,40,780,0,0,0,0,0,0,0,30,210,210,0,0,0,Employed
5818,11,22,2,1,224,2006,36,540,60,0,0,30,0,0,0,60,220,120,0,0,0,Employed
5819,10,15,2,1,0,2006,0,450,30,10,0,0,0,0,0,40,185,185,0,0,0,Not in labor force
5820,19,70,2,0,0,2006,0,600,55,0,80,0,0,0,145,135,235,0,0,0,0,Not in labor force
5821,16,50,1,2,300,2006,20,530,0,60,50,405,60,0,0,40,120,120,0,0,0,Employed
5822,15,50,1,1,1365,2006,48,539,66,0,20,30,0,0,35,105,90,0,0,0,0,Employed
5823,13,70,1,0,0,2006,0,675,105,0,0,0,0,0,0,135,525,420,0,0,0,Not in labor force
5824,19,33,2,2,1365,2006,40,506,30,120,0,12,0,0,0,15,488,160,0,0,0,Employed
5825,13,26,2,0,423,2006,40,420,120,270,135,0,0,0,0,10,50,45,0,0,0,Employed
5826,19,80,2,0,0,2006,0,540,0,0,0,0,0,0,0,35,625,395,0,0,0,Not in labor force
5827,19,43,1,0,678,2006,40,885,0,0,0,0,0,0,60,70,360,240,0,0,0,Employed
5828,10,16,2,1,0,2006,0,430,90,0,85,0,0,0,0,44,200,180,0,0,0,Not in labor force
5829,13,33,1,1,1154,2006,80,790,10,0,0,30,0,0,0,40,0,0,0,0,0,Employed
5830,15,50,2,0,1154,2006,50,485,105,0,20,0,0,0,0,25,120,120,0,0,0,Employed
5831,15,30,1,2,950,2006,52,420,45,0,20,46,0,0,0,90,154,154,0,0,0,Employed
5832,13,50,1,2,615,2006,50,682,30,0,34,50,15,0,0,50,280,150,0,0,0,Employed
5833,14,61,1,0,597,2006,40,525,60,0,0,0,0,0,135,80,140,0,0,0,0,Employed
5834,13,38,2,2,0,2006,0,580,20,395,75,63,0,0,40,30,37,37,0,0,0,Not in labor force
5835,13,26,2,2,368,2006,40,595,62,0,60,0,0,0,0,40,123,88,0,0,0,Employed
5836,11,16,2,2,0,2006,0,522,30,130,0,0,0,0,33,85,260,160,0,0,0,Not in labor force
5837,13,51,2,0,350,2006,40,510,75,50,90,0,0,0,0,50,120,60,0,0,0,Employed
5838,19,31,2,3,290,2006,40,540,25,0,15,30,0,0,0,25,322,292,0,0,0,Employed
5839,15,30,1,0,600,2006,40,720,30,220,20,0,0,0,0,20,220,160,0,0,0,Employed
5840,13,15,2,2,0,2006,0,580,120,100,60,0,0,0,0,20,510,330,0,0,0,Not in labor force
5841,15,56,2,0,1404,2006,47,435,45,5,15,0,0,0,0,60,105,45,0,0,0,Employed
5842,19,39,1,2,842,2006,0,215,30,0,0,0,0,0,0,30,415,30,0,0,0,Employed
5843,13,47,1,0,0,2006,40,295,0,0,0,0,0,0,0,120,390,30,0,0,615,Employed
5844,13,39,2,3,0,2006,0,495,30,0,90,45,0,0,120,150,300,150,0,0,0,Not in labor force
5845,12,48,2,1,0,2006,0,1140,60,0,0,0,0,0,0,0,240,0,0,0,0,Not in labor force
5846,14,46,1,0,0,2006,8,495,0,120,15,0,0,0,0,90,240,240,0,0,10,Employed
5847,13,38,2,2,0,2006,0,655,21,0,119,0,0,0,275,40,220,190,0,0,0,Not in labor force
5848,13,22,1,0,450,2006,65,470,90,0,0,0,0,0,0,150,0,0,0,0,0,Employed
5849,19,25,2,0,446,2006,55,750,0,0,0,0,0,0,150,135,260,230,0,0,0,Employed
5850,15,46,1,0,2885,2006,46,430,95,0,0,0,0,0,0,175,165,0,0,0,0,Employed
5851,13,35,2,2,0,2006,0,718,30,2,80,10,0,0,130,60,338,268,0,0,0,Not in labor force
5852,13,25,1,0,334,2006,40,630,20,0,0,0,0,0,0,30,515,280,0,0,0,Employed
5853,13,37,1,0,0,2006,0,900,0,0,60,0,0,0,0,30,450,120,0,0,0,Not in labor force
5854,15,34,1,0,0,2006,0,599,0,0,0,0,0,0,165,55,60,60,0,0,0,Not in labor force
5855,14,32,2,3,494,2006,40,540,30,0,7,0,0,0,0,53,225,0,0,0,0,Employed
5856,19,58,1,0,1154,2006,49,510,20,0,0,0,0,0,0,45,250,185,0,0,0,Employed
5857,9,70,1,0,0,2006,0,540,0,0,0,0,0,0,0,10,890,710,0,0,0,Not in labor force
5858,14,60,2,0,0,2006,0,519,100,0,90,0,0,0,20,80,275,75,0,0,0,Not in labor force
5859,15,53,1,0,1981,2006,48,480,40,0,0,0,0,0,35,110,210,0,0,0,200,Employed
5860,19,28,2,0,380,2006,40,515,60,0,0,0,0,0,10,40,140,45,0,0,0,Employed
5861,13,27,2,1,360,2006,40,542,70,0,25,70,0,0,0,10,175,85,0,0,0,Employed
5862,14,77,2,0,0,2006,0,555,0,180,0,0,0,0,15,70,395,305,0,0,0,Not in labor force
5863,19,46,2,2,558,2006,35,560,155,0,60,21,0,0,45,85,254,209,0,0,15,Employed
5864,15,31,1,2,1346,2006,45,475,30,0,0,20,0,0,15,50,60,60,0,0,0,Employed
5865,19,41,1,1,940,2006,40,540,0,0,0,30,0,0,0,30,345,345,0,0,0,Employed
5866,13,53,1,0,0,2006,0,420,2,150,90,0,0,0,0,20,717,687,0,0,0,Not in labor force
5867,13,58,2,1,150,2006,15,390,120,0,0,90,68,0,45,60,0,0,0,0,0,Employed
5868,14,48,2,0,1116,2006,36,908,60,45,60,0,0,0,117,30,155,0,0,0,0,Employed
5869,15,80,2,0,0,2006,0,395,0,195,210,0,0,0,90,60,255,60,0,0,0,Not in labor force
5870,13,54,2,3,0,2006,0,330,40,0,75,15,0,0,0,50,627,627,0,0,0,Not in labor force
5871,13,30,2,2,0,2006,0,730,15,0,30,0,0,0,0,35,550,200,0,0,0,Not in labor force
5872,16,33,2,0,0,2006,0,710,0,0,0,0,0,0,0,30,550,30,0,0,0,Not in labor force
5873,13,37,2,1,400,2006,28,290,65,0,0,0,0,0,15,105,140,45,0,0,0,Employed
5874,15,32,2,1,615,2006,40,480,40,0,30,0,0,0,0,30,240,0,0,0,0,Employed
5875,19,40,1,2,1113,2006,53,600,0,0,0,0,0,0,30,25,225,225,0,0,0,Employed
5876,19,26,1,3,720,2006,0,90,30,0,0,0,0,0,0,60,0,0,0,0,0,Employed
5877,19,75,2,0,0,2006,0,690,40,0,2,0,0,0,145,85,443,168,0,0,0,Not in labor force
5878,13,37,1,2,400,2006,70,530,10,0,0,280,280,0,120,60,0,0,0,0,0,Employed
5879,19,30,2,4,320,2006,40,410,30,285,25,290,0,0,75,125,60,60,0,0,0,Employed
5880,19,37,2,2,300,2006,0,360,60,155,95,60,0,0,0,60,0,0,0,0,0,Employed
